id,label,eid,title,acc_type,industry,start_date,days,subtype,eq_type,name_cas,factor_type,number,name,pollution_type
ACC_452,Accident,452.0,Explosion of pyrotechnic substances resulting in 3 fatalities,Major Accident,"Production, destruction and storage of explosives",,,,,,,,,
DT_452,DateTime,,,,,1994-12-12 16:00:00,,,,,,,,
DUR_452,Duration,,,,,,0.333333333299379,,,,,,,
STAFF_452,FactoryStaff,,,,,,,,,,,,,
EXPLOSION_452,Explosion,,,,,,,explosive decomposition (of unstable material),,,,,,
PROCESSEQUIPMENT_452,ProcessEquipment,,,,,,,,"free placement (unconfined pile, stack,etc; if bagged or in cylinders, ...)",,,,,
PLANTEQUIPMENTFACTOR_452,PlantEquipmentFactor,,,,,,,,,,instrument/control/monitoring-device failure,,,
FATAL_452,Fatality,,,,,,,,,,,3.0,,
ACC_1042,Accident,1042.0,Nitrous gas leak at chemical factory,Near Miss,Other activity (not otherwise specified int the list),,,,,,,,,
DT_1042,DateTime,,,,,2012-08-09 16:45:00,,,,,,,,
DUR_1042,Duration,,,,,,1.22916666659876,,,,,,,
STAFF_1042,FactoryStaff,,,,,,,,,,,,,
RELEASE_1042,Release,,,,,,,gas/vapour/mist/etc release to air,,,,,,
HUMANFACTOR_1042,HumanFactor,,,,,,,,,,wilful disobedience/failure to carry out duties,,,
ACC_1007,Accident,1007.0,Ignition of a tanker containing a mixture of sulphuric acid and nitric acid,Major Accident,General chemicals manufacture (not otherwise specified int the list),,,,,,,,,
DT_1007,DateTime,,,,,2011-08-11 03:53:00,,,,,,,,
DUR_1007,Duration,,,,,,1.0,,,,,,,
STAFF_1007,FactoryStaff,,,,,,,,,,,,,
SUB_1007,HazardSubstance,,,,,,,,,mixture of sulphuric acid and nitric acid - 7664-93-9 and 7697-3 -  ,,,,
HUMANFACTOR_1007,HumanFactor,,,,,,,,,,wilful disobedience/failure to carry out duties,,,
ORGANIZATIONFACTOR_1007,OrganizationFactor,,,,,,,,,,supervision,,,
FATAL_1007,Fatality,,,,,,,,,,,1.0,,
INJ_1007,Injury,,,,,,,,,,,2.0,,
ACC_935,Accident,935.0,Major accident risk at the explosives warehouse,Near Miss,"Production, destruction and storage of explosives",,,,,,,,,
DT_935,DateTime,,,,,2013-07-09 22:50:00,,,,,,,,
DUR_935,Duration,,,,,,1.90277777780284,,,,,,,
CON_935,Contractor,,,,,,,,,,,,True,
PLANTEQUIPMENTFACTOR_935,PlantEquipmentFactor,,,,,,,,,,"component/machinery failure/malfunction
unexpected reaction/phase-transition",,,
HUMANFACTOR_935,HumanFactor,,,,,,,,,,"operator error
wilful disobedience/failure to carry out duties",,,
ORGANIZATIONFACTOR_935,OrganizationFactor,,,,,,,,,,"management organization inadequate
organized procedures
training/instruction
supervision
process analysis
design of plant/equipment/system
manufacture/construction",,,
ACC_1298,Accident,1298.0,Fire at a surface treatment facility,Major Accident,Processing of metals using electrolytic or chemical processes,,,,,,,,,
DT_1298,DateTime,,,,,2021-05-13 07:25:00,,,,,,,,
DUR_1298,Duration,,,,,,1.375,,,,,,,
STAFF_1298,FactoryStaff,,,,,,,,,,,,,
RELEASE_1298,Release,,,,,,,not known / not applicable,,,,,,
FIRE_1298,Fire,,,,,,,conflagration (a general engulfment fire),,,,,,
STORAGEEQUIPMENT_1298,StorageEquipment,,,,,,,,- other -,,,,,
PROCESSEQUIPMENT_1298,ProcessEquipment,,,,,,,,"

",,,,,
SUB_1298,HazardSubstance,,,,,,,,,Cadmium - 542-83-6 -   Sodium cyanide - 143-33-9 -   Potassium cyanide - 151-50-8 -   Nitric acid - 7697-37-2 -   Hydrofluoric acid - 7664-93-3 -   Chromic acid - 7738-94-5 -   Sodium hydroxide - 1310-73-2 -   Potassium hydroxide - 1310-58-3 -  ,,,,
TOXIC_1298,Toxic,,,,,,,,,,,,,
OXIDIZING_1298,Oxidizing,,,,,,,,,,,,,
PLANTEQUIPMENTFACTOR_1298,PlantEquipmentFactor,,,,,,,,,,"component/machinery failure/malfunction
instrument/control/monitoring-device failure
other",,,
HUMANFACTOR_1298,HumanFactor,,,,,,,,,,"operator error
other",,,
ORGANIZATIONFACTOR_1298,OrganizationFactor,,,,,,,,,,"organized procedures
training/instruction
installation
isolation of equipment/system
maintenance/repair
other",,,
INJ_1298,Injury,,,,,,,,,,,3.0,,
ACC_143,Accident,143.0,Ammonia Leak from high-pressure section of urea plant,Major Accident,Chemical installations - other fine chemicals,,,,,,,,,
DT_143,DateTime,,,,,2011-04-02 11:29:00,,,,,,,,
DUR_143,Duration,,,,,,1.0736111110964,,,,,,,
STAFF_143,FactoryStaff,,,,,,,,,,,,,
RELEASE_143,Release,,,,,,,gas/vapour/mist/etc release to air,,,,,,
PLANTEQUIPMENTFACTOR_143,PlantEquipmentFactor,,,,,,,,,,corrosion/fatigue,,,
ACC_920,Accident,920.0,Ignition of a vapour cloud and explosion by mixing and heating flammable liquids without adequate safety controls,Other Event,General chemicals manufacture (not otherwise specified int the list),,,,,,,,,
DT_920,DateTime,,,,,2006-06-16 00:00:00,,,,,,,,
DUR_920,Duration,,,,,,1.0,,,,,,,
CON_920,Contractor,,,,,,,,,,,,True,
PLANTEQUIPMENTFACTOR_920,PlantEquipmentFactor,,,,,,,,,,instrument/control/monitoring-device failure,,,
ORGANIZATIONFACTOR_920,OrganizationFactor,,,,,,,,,,design of plant/equipment/system,,,
FATAL_920,Fatality,,,,,,,,,,,1.0,,
INJ_920,Injury,,,,,,,,,,,1.0,,
ACC_653,Accident,653.0,Vapour leak of formaldeyde from a Trioxane-reactor,Major Accident,Plastic and rubber manufacture,,,,,,,,,
DT_653,DateTime,,,,,1993-09-18 02:00:00,,,,,,,,
DUR_653,Duration,,,,,,0.916666666700621,,,,,,,
STAFF_653,FactoryStaff,,,,,,,,,,,,,
RELEASE_653,Release,,,,,,,fluid release to ground,,,,,,
SUB_653,HazardSubstance,,,,,,,,,Formaldehyde - 50-00-0 -  ,,,,
ACC_731,Accident,731.0,Explosion and fire due to release of products in vinylchloride polymerization,Major Accident,Plastic and rubber manufacture,,,,,,,,,
DT_731,DateTime,,,,,1993-09-22 06:30:00,,,,,,,,
DUR_731,Duration,,,,,,0.729166666700621,,,,,,,
STAFF_731,FactoryStaff,,,,,,,,,,,,,
FIRE_731,Fire,,,,,,,"pool fire (burning pool of liquid, contained or uncontained)",,,,,,
EXPLOSION_731,Explosion,,,,,,,VCE (vapour cloud explosion; supersonic wave front),,,,,,
SUB_731,HazardSubstance,,,,,,,,,Polyvinylchloride (PVC) - 9002-86-2 - 7.00000 Peroxides -  - 7.00000 Vinylchloride - 00075-01-4 - 7.00000,,,,
FLAMMABLE_731,Flammable,,,,,,,,,,,,,
PLANTEQUIPMENTFACTOR_731,PlantEquipmentFactor,,,,,,,,,,"component/machinery failure/malfunction
not identified",,,
INJ_731,Injury,,,,,,,,,,,1.0,,
ACC_1297,Accident,1297.0,Melamin d.d. - explostion - 12 05 2022,Major Accident,Chemical installations ,,,,,,,,,
DT_1297,DateTime,,,,,2022-05-12 08:35:00,,,,,,,,
DUR_1297,Duration,,,,,,1.18402777780284,,,,,,,
STAFF_1297,FactoryStaff,,,,,,,,,,,,,
EXPLOSION_1297,Explosion,,,,,,,runaway reaction explosion (usually exothermic),,,,,,
FATAL_1297,Fatality,,,,,,,,,,,7.0,,
INJ_1297,Injury,,,,,,,,,,,25.0,,
ACC_530,Accident,530.0,Loss of extremely flammable liquid from a valve left open transferring Natural Gas Condensate  from railcar tankers to a refinery,Major Accident,Petrochemical / Oil Refineries,,,,,,,,,
DT_530,DateTime,,,,,1999-01-19 04:15:00,,,,,,,,
DUR_530,Duration,,,,,,1.09375,,,,,,,
STAFF_530,FactoryStaff,,,,,,,,,,,,,
RELEASE_530,Release,,,,,,,fluid release to ground,,,,,,
SUB_530,HazardSubstance,,,,,,,,,Natural Gas Condensate - 64741-47-5 -  ,,,,
FLAMMABLE_530,Flammable,,,,,,,,,,,,,
HUMANFACTOR_530,HumanFactor,,,,,,,,,,operator error,,,
ORGANIZATIONFACTOR_530,OrganizationFactor,,,,,,,,,,isolation of equipment/system,,,
ACC_984,Accident,984.0,Explosion in an explosives production and storage facility,Major Accident,"Production, destruction and storage of explosives",,,,,,,,,
DT_984,DateTime,,,,,2010-02-03 18:30:00,,,,,,,,
DUR_984,Duration,,,,,,1.07291666670062,,,,,,,
STAFF_984,FactoryStaff,,,,,,,,,,,,,
FIRE_984,Fire,,,,,,,conflagration (a general engulfment fire),,,,,,
EXPLOSION_984,Explosion,,,,,,,explosive decomposition (of unstable material),,,,,,
SUB_984,HazardSubstance,,,,,,,,,trinitrotoluene - 118-96-7 -   ammonium nitrate - 6484-62-2 -  ,,,,
EXPLOSIVEHAZARD_984,ExplosiveHazard,,,,,,,,,,,,,
FLAMMABLE_984,Flammable,,,,,,,,,,,,,
PLANTEQUIPMENTFACTOR_984,PlantEquipmentFactor,,,,,,,,,,not known / not applicable,,,
ORGANIZATIONFACTOR_984,OrganizationFactor,,,,,,,,,,"management organization inadequate
organized procedures
training/instruction
staffing",,,
INJ_984,Injury,,,,,,,,,,,1.0,,
ACC_550,Accident,550.0,Explosion and fire of a vapour cloud escaped from a Saturate Gas Plant de-ethaniser column due to a overhead line failure,Major Accident,Petrochemical / Oil Refineries,,,,,,,,,
DT_550,DateTime,,,,,2001-04-16 14:20:00,,,,,,,,
DUR_550,Duration,,,,,,1.125,,,,,,,
STAFF_550,FactoryStaff,,,,,,,,,,,,,
RELEASE_550,Release,,,,,,,gas/vapour/mist/etc release to air,,,,,,
FIRE_550,Fire,,,,,,,conflagration (a general engulfment fire),,,,,,
EXPLOSION_550,Explosion,,,,,,,VCE (vapour cloud explosion; supersonic wave front),,,,,,
PROCESSEQUIPMENT_550,ProcessEquipment,,,,,,,,general pipework/flanges,,,,,
SUB_550,HazardSubstance,,,,,,,,,06. FLAMMABLE - note 3(a) -  -   08. EXTREMELY FLAMMABLE - note 3(c) -  -   07 a. HIGHLY FLAMMABLE - note 3(b)(1) -  -   07 b. HIGHLY FLAMMABLE - note 3(b)(2) -  -   04. EXPLOSIVE - note 2(a) -  -   liquefied extremely flammable gases (including LPG) and natural gas -  -   01. VERY TOXIC -  -   methanol - 00067-56-1 -  ,,,,
TOXIC_550,Toxic,,,,,,,,,,,,,
EXPLOSIVEHAZARD_550,ExplosiveHazard,,,,,,,,,,,,,
FLAMMABLE_550,Flammable,,,,,,,,,,,,,
PLANTEQUIPMENTFACTOR_550,PlantEquipmentFactor,,,,,,,,,,corrosion/fatigue,,,
ORGANIZATIONFACTOR_550,OrganizationFactor,,,,,,,,,,"management organization inadequate
organized procedures
testing/inspecting/recording",,,
ACC_970,Accident,970.0,Release of Chlorine into the atmosphere during the testing phase of a new plant,Major Accident,General chemicals manufacture (not otherwise specified int the list),,,,,,,,,
DT_970,DateTime,,,,,2004-02-11 15:30:00,,,,,,,,
DUR_970,Duration,,,,,,1.15625,,,,,,,
STAFF_970,FactoryStaff,,,,,,,,,,,,,
RELEASE_970,Release,,,,,,,gas/vapour/mist/etc release to air,,,,,,
PLANTEQUIPMENTFACTOR_970,PlantEquipmentFactor,,,,,,,,,,vessel/container/containment-equipment failure,,,
ORGANIZATIONFACTOR_970,OrganizationFactor,,,,,,,,,,"organized procedures
training/instruction
supervision
testing/inspecting/recording",,,
ACC_950,Accident,950.0,Fuel leak due to overfilling of the tank,Near Miss,Petrochemical / Oil Refineries,,,,,,,,,
DT_950,DateTime,,,,,2013-10-17 03:15:00,,,,,,,,
DUR_950,Duration,,,,,,1.0381944444016,,,,,,,
STAFF_950,FactoryStaff,,,,,,,,,,,,,
RELEASE_950,Release,,,,,,,fluid release to ground,,,,,,
SUB_950,HazardSubstance,,,,,,,,,diesel fuels - 68334-30-5 -  ,,,,
HUMANFACTOR_950,HumanFactor,,,,,,,,,,wilful disobedience/failure to carry out duties,,,
ORGANIZATIONFACTOR_950,OrganizationFactor,,,,,,,,,,design of plant/equipment/system,,,
ENV_950,EnvironmentPollution,,,,,,,,,,,,,inland: urban development - 0.00
ACC_798,Accident,798.0,Leak on a acetylene cylinder and ignition of the gas,Other Event,Processing of metals,,,,,,,,,
DT_798,DateTime,,,,,1998-08-18 14:22:00,,,,,,,,
DUR_798,Duration,,,,,,0.401388888902147,,,,,,,
STAFF_798,FactoryStaff,,,,,,,,,,,,,
FIRE_798,Fire,,,,,,,jet flame (burning jet of fluid from orifice),,,,,,
STORAGEEQUIPMENT_798,StorageEquipment,,,,,,,,"container; pressurised (bullet, sphere, cylinder, etc.)",,,,,
SUB_798,HazardSubstance,,,,,,,,,Acetylene - 74-86-2 - 1.60000,,,,
FLAMMABLE_798,Flammable,,,,,,,,,,,,,
PLANTEQUIPMENTFACTOR_798,PlantEquipmentFactor,,,,,,,,,,other,,,
INJ_798,Injury,,,,,,,,,,,1.0,,
ACC_17,Accident,17.0,Explosion in a dynamite production plant,Major Accident,"Production, destruction and storage of explosives",,,,,,,,,
DT_17,DateTime,,,,,2008-03-11 10:30:00,,,,,,,,
DUR_17,Duration,,,,,,1.0,,,,,,,
STAFF_17,FactoryStaff,,,,,,,,,,,,,
SUB_17,HazardSubstance,,,,,,,,,Nitroglycerine (Glycerol Trinitrate) - 55-63-0 -  ,,,,
EXPLOSIVEHAZARD_17,ExplosiveHazard,,,,,,,,,,,,,
FATAL_17,Fatality,,,,,,,,,,,2.0,,
ACC_754,Accident,754.0,Leakage of phenol during unloading of a ship,Major Accident,General chemicals manufacture (not otherwise specified int the list),,,,,,,,,
DT_754,DateTime,,,,,2001-06-12 18:32:00,,,,,,,,
DUR_754,Duration,,,,,,1.01249999999709,,,,,,,
STAFF_754,FactoryStaff,,,,,,,,,,,,,
RELEASE_754,Release,,,,,,,fluid release to ground,,,,,,
TRANSFEREQUIPMENT_754,TransferEquipment,,,,,,,,general pipework/flanges,,,,,
SUB_754,HazardSubstance,,,,,,,,,Phenol - 108-95-2 - 2400.00000,,,,
TOXIC_754,Toxic,,,,,,,,,,,,,
PLANTEQUIPMENTFACTOR_754,PlantEquipmentFactor,,,,,,,,,,corrosion/fatigue,,,
ORGANIZATIONFACTOR_754,OrganizationFactor,,,,,,,,,,"organized procedures
supervision
maintenance/repair
testing/inspecting/recording",,,
ACC_22,Accident,22.0,Leakage of liquid vinyl chloride from a ruptured corroded pipe after wrong admission in the degassing system,Major Accident,General chemicals manufacture (not otherwise specified int the list),,,,,,,,,
DT_22,DateTime,,,,,1988-08-17 23:10:00,,,,,,,,
DUR_22,Duration,,,,,,0.0347222222007986,,,,,,,
STAFF_22,FactoryStaff,,,,,,,,,,,,,
SUB_22,HazardSubstance,,,,,,,,,Vinyl Chloride - 75-01-4 -  ,,,,
PLANTEQUIPMENTFACTOR_22,PlantEquipmentFactor,,,,,,,,,,corrosion/fatigue,,,
ORGANIZATIONFACTOR_22,OrganizationFactor,,,,,,,,,,"process analysis
design of plant/equipment/system
testing/inspecting/recording",,,
ACC_209,Accident,209.0,Uncontrolled release during production of magnesium nitrate,Major Accident,Chemical installations - inorganic acids,,,,,,,,,
DT_209,DateTime,,,,,2014-07-27 23:15:00,,,,,,,,
DUR_209,Duration,,,,,,0.03125,,,,,,,
STAFF_209,FactoryStaff,,,,,,,,,,,,,
RELEASE_209,Release,,,,,,,gas/vapour/mist/etc release to air,,,,,,
EXPLOSION_209,Explosion,,,,,,,runaway reaction explosion (usually exothermic),,,,,,
PROCESSEQUIPMENT_209,ProcessEquipment,,,,,,,,reaction vessel; non-pressurised,,,,,
SUB_209,HazardSubstance,,,,,,,,,nitric acid (V) 56% - 7697-37-2 -  ,,,,
OXIDIZING_209,Oxidizing,,,,,,,,,,,,,
HUMANFACTOR_209,HumanFactor,,,,,,,,,,"operator error
wilful disobedience/failure to carry out duties",,,
ORGANIZATIONFACTOR_209,OrganizationFactor,,,,,,,,,,supervision,,,
FATAL_209,Fatality,,,,,,,,,,,1.0,,
ACC_838,Accident,838.0,Release of natural gas occurred in a low pressure 4 lift water sealed holder,Major Accident,Wholesale and retail storage and distribution (excluding LPG),,,,,,,,,
DT_838,DateTime,,,,,1991-12-14 10:00:00,,,,,,,,
DUR_838,Duration,,,,,,0.583333333299379,,,,,,,
STAFF_838,FactoryStaff,,,,,,,,,,,,,
RELEASE_838,Release,,,,,,,gas/vapour/mist/etc release to air,,,,,,
STORAGEEQUIPMENT_838,StorageEquipment,,,,,,,,"container; non-pressurised (hopper, tank, drum, bag, etc.)",,,,,
SUB_838,HazardSubstance,,,,,,,,,Methane (Natural Gas) - 74-82-8 - 130.00000,,,,
FLAMMABLE_838,Flammable,,,,,,,,,,,,,
PLANTEQUIPMENTFACTOR_838,PlantEquipmentFactor,,,,,,,,,,"component/machinery failure/malfunction
instrument/control/monitoring-device failure",,,
ORGANIZATIONFACTOR_838,OrganizationFactor,,,,,,,,,,design of plant/equipment/system,,,
ACC_1000,Accident,1000.0,Release of hydrocarbons into the atmosphere,Major Accident,Petrochemical / Oil Refineries,,,,,,,,,
DT_1000,DateTime,,,,,2007-02-27 00:00:00,,,,,,,,
DUR_1000,Duration,,,,,,50.0,,,,,,,
STAFF_1000,FactoryStaff,,,,,,,,,,,,,
RELEASE_1000,Release,,,,,,,gas/vapour/mist/etc release to air,,,,,,
SUB_1000,HazardSubstance,,,,,,,,,Ethane - 74-84-0 -   Ethylene - 74-85-1 -  ,,,,
FLAMMABLE_1000,Flammable,,,,,,,,,,,,,
PLANTEQUIPMENTFACTOR_1000,PlantEquipmentFactor,,,,,,,,,,vessel/container/containment-equipment failure,,,
ACC_64,Accident,64.0,Emission and fire of ethene,Major Accident,Plastic and rubber manufacture,,,,,,,,,
DT_64,DateTime,,,,,2013-09-22 18:05:00,,,,,,,,
DUR_64,Duration,,,,,,0.246527777802839,,,,,,,
STAFF_64,FactoryStaff,,,,,,,,,,,,,
FIRE_64,Fire,,,,,,,conflagration (a general engulfment fire),,,,,,
SUB_64,HazardSubstance,,,,,,,,,Ethylene - 74-85-1 - 651.00000,,,,
FLAMMABLE_64,Flammable,,,,,,,,,,,,,
PLANTEQUIPMENTFACTOR_64,PlantEquipmentFactor,,,,,,,,,,"corrosion/fatigue
electrostatic accumulation",,,
INJ_64,Injury,,,,,,,,,,,1.0,,
ACC_417,Accident,417.0,Uncontrolled exothermic polymerization in two reactor due to the loss of power supply,Major Accident,General chemicals manufacture (not otherwise specified int the list),,,,,,,,,
DT_417,DateTime,,,,,1986-10-07 08:00:00,,,,,,,,
DUR_417,Duration,,,,,,0.666666666700621,,,,,,,
STAFF_417,FactoryStaff,,,,,,,,,,,,,
RELEASE_417,Release,,,,,,,"gas/vapour/mist/etc release to air
fluid release to ground",,,,,,
PROCESSEQUIPMENT_417,ProcessEquipment,,,,,,,,reaction vessel; non-pressurised,,,,,
SUB_417,HazardSubstance,,,,,,,,,Styrene Polymer - 9003-53-6 -   Styrene - 100-42-5 - 2.50000 Ethylbenzene - 100-41-4 - 0.12500,,,,
FLAMMABLE_417,Flammable,,,,,,,,,,,,,
PLANTEQUIPMENTFACTOR_417,PlantEquipmentFactor,,,,,,,,,,"instrument/control/monitoring-device failure
runaway reaction",,,
ORGANIZATIONFACTOR_417,OrganizationFactor,,,,,,,,,,"process analysis
design of plant/equipment/system",,,
INJ_417,Injury,,,,,,,,,,,30.0,,
ACC_293,Accident,293.0,"Unclosed valve, after maintenance, caused a carbon monoxide gas claud release",Major Accident,Processing of metals,,,,,,,,,
DT_293,DateTime,,,,,2006-03-15 09:38:00,,,,,,,,
DUR_293,Duration,,,,,,2.3166666666948,,,,,,,
STAFF_293,FactoryStaff,,,,,,,,,,,,,
RELEASE_293,Release,,,,,,,gas/vapour/mist/etc release to air,,,,,,
SUB_293,HazardSubstance,,,,,,,,,"Carbon monoxide, CO - 630-08-0 -  ",,,,
TOXIC_293,Toxic,,,,,,,,,,,,,
FLAMMABLE_293,Flammable,,,,,,,,,,,,,
ACC_536,Accident,536.0,Release fo VCM (Vinyl Chloride Monomer) from a process unit during commissioning after plant upgrading,Major Accident,General chemicals manufacture (not otherwise specified int the list),,,,,,,,,
DT_536,DateTime,,,,,1999-05-04 04:00:00,,,,,,,,
DUR_536,Duration,,,,,,1.20833333329938,,,,,,,
STAFF_536,FactoryStaff,,,,,,,,,,,,,
SUB_536,HazardSubstance,,,,,,,,,Vinyl Chloride Monomer - 75-01-4 -  ,,,,
ORGANIZATIONFACTOR_536,OrganizationFactor,,,,,,,,,,"management organization inadequate
training/instruction
design of plant/equipment/system",,,
ACC_1080,Accident,1080.0,Release of biogas at a biogas facility’s digestate store,Major Accident,"Waste storage, treatment and disposal",,,,,,,,,
DT_1080,DateTime,,,,,2017-02-24 15:30:00,,,,,,,,
DUR_1080,Duration,,,,,,1.0,,,,,,,
STAFF_1080,FactoryStaff,,,,,,,,,,,,,
RELEASE_1080,Release,,,,,,,gas/vapour/mist/etc release to air,,,,,,
ACC_1157,Accident,1157.0,Explosion during discharge of liquid waste,Major Accident,"Waste storage, treatment and disposal",,,,,,,,,
DT_1157,DateTime,,,,,2018-09-13 14:35:00,,,,,,,,
DUR_1157,Duration,,,,,,1.01041666670062,,,,,,,
STAFF_1157,FactoryStaff,,,,,,,,,,,,,
EXPLOSION_1157,Explosion,,,,,,,VCE (vapour cloud explosion; supersonic wave front),,,,,,
TRANSFEREQUIPMENT_1157,TransferEquipment,,,,,,,,"container; non-pressurised (hopper, tank, drum, bag, etc.)",,,,,
PLANTEQUIPMENTFACTOR_1157,PlantEquipmentFactor,,,,,,,,,,unexpected reaction/phase-transition,,,
FATAL_1157,Fatality,,,,,,,,,,,1.0,,
INJ_1157,Injury,,,,,,,,,,,4.0,,
ACC_1002,Accident,1002.0,Sinking of a twin-deck floating roof of crude oil tank ,Major Accident,Petrochemical / Oil Refineries,,,,,,,,,
DT_1002,DateTime,,,,,2007-07-18 00:00:00,,,,,,,,
DUR_1002,Duration,,,,,,1.0,,,,,,,
STAFF_1002,FactoryStaff,,,,,,,,,,,,,
RELEASE_1002,Release,,,,,,,gas/vapour/mist/etc release to air,,,,,,
SUB_1002,HazardSubstance,,,,,,,,,Benzene - 71-43-2 -   VOC -  -  ,,,,
TOXIC_1002,Toxic,,,,,,,,,,,,,
FLAMMABLE_1002,Flammable,,,,,,,,,,,,,
ACC_60,Accident,60.0,Gas plant explosion,Major Accident,Petrochemical / Oil Refineries,,,,,,,,,
DT_60,DateTime,,,,,1998-09-25 12:30:00,,,,,,,,
DUR_60,Duration,,,,,,2.47916666670062,,,,,,,
STAFF_60,FactoryStaff,,,,,,,,,,,,,
EXPLOSION_60,Explosion,,,,,,,VCE (vapour cloud explosion; supersonic wave front),,,,,,
SUB_60,HazardSubstance,,,,,,,,,Natural gas - 8006-14-2 -  ,,,,
PLANTEQUIPMENTFACTOR_60,PlantEquipmentFactor,,,,,,,,,,other,,,
ORGANIZATIONFACTOR_60,OrganizationFactor,,,,,,,,,,training/instruction,,,
FATAL_60,Fatality,,,,,,,,,,,2.0,,
INJ_60,Injury,,,,,,,,,,,8.0,,
ACC_251,Accident,251.0,Explosion and fire from the release of a bursting disk of a polyethylene plant,Major Accident,Petrochemical / Oil Refineries,,,,,,,,,
DT_251,DateTime,,,,,1988-04-07 09:00:00,,,,,,,,
DUR_251,Duration,,,,,,0.625,,,,,,,
STAFF_251,FactoryStaff,,,,,,,,,,,,,
FIRE_251,Fire,,,,,,,jet flame (burning jet of fluid from orifice),,,,,,
EXPLOSION_251,Explosion,,,,,,,VCE (vapour cloud explosion; supersonic wave front),,,,,,
PROCESSEQUIPMENT_251,ProcessEquipment,,,,,,,,"power source (engine, compressor, etc.)
general pipework/flanges",,,,,
SUB_251,HazardSubstance,,,,,,,,,Ethylene - 74-85-1 - 0.50000,,,,
FLAMMABLE_251,Flammable,,,,,,,,,,,,,
PLANTEQUIPMENTFACTOR_251,PlantEquipmentFactor,,,,,,,,,,"component/machinery failure/malfunction
instrument/control/monitoring-device failure",,,
ORGANIZATIONFACTOR_251,OrganizationFactor,,,,,,,,,,"design of plant/equipment/system
testing/inspecting/recording",,,
ACC_805,Accident,805.0,Fire and explosions occurred in a soluble sulphur production plant,Other Event,"Production and storage of pesticides, biocides, fungicides",,,,,,,,,
DT_805,DateTime,,,,,1999-06-14 18:15:00,,,,,,,,
DUR_805,Duration,,,,,,1.08333333329938,,,,,,,
STAFF_805,FactoryStaff,,,,,,,,,,,,,
SUB_805,HazardSubstance,,,,,,,,,sulphur - 7704-34-9 -   iron - 7439-89-6 -  ,,,,
PLANTEQUIPMENTFACTOR_805,PlantEquipmentFactor,,,,,,,,,,unexpected reaction/phase-transition,,,
ACC_1210,Accident,1210.0,Fire and release of raw biogas from a fermenter at a biogas facility,Major Accident,"Waste storage, treatment and disposal",,,,,,,,,
DT_1210,DateTime,,,,,2019-11-20 14:20:00,,,,,,,,
DUR_1210,Duration,,,,,,1.12152777780284,,,,,,,
STAFF_1210,FactoryStaff,,,,,,,,,,,,,
RELEASE_1210,Release,,,,,,,gas/vapour/mist/etc release to air,,,,,,
FIRE_1210,Fire,,,,,,,not known / not applicable,,,,,,
SUB_1210,HazardSubstance,,,,,,,,,Raw biogas (mixture of hydrocarbons and inert gases) -  -  ,,,,
FLAMMABLE_1210,Flammable,,,,,,,,,,,,,
ORGANIZATIONFACTOR_1210,OrganizationFactor,,,,,,,,,,maintenance/repair,,,
ACC_796,Accident,796.0,Crack of a extension compensating member of a reactor vessel to synthesize sulphur dichloride,Other Event,General chemicals manufacture (not otherwise specified int the list),,,,,,,,,
DT_796,DateTime,,,,,1998-07-27 14:55:00,,,,,,,,
DUR_796,Duration,,,,,,0.378472222197161,,,,,,,
CON_796,Contractor,,,,,,,,,,,,True,
RELEASE_796,Release,,,,,,,fluid release to ground,,,,,,
PROCESSEQUIPMENT_796,ProcessEquipment,,,,,,,,other transfer equipment/apparatus/vehicle,,,,,
SUB_796,HazardSubstance,,,,,,,,,Sulphur Chloride - 10025-67-9 - 0.23000,,,,
TOXIC_796,Toxic,,,,,,,,,,,,,
PLANTEQUIPMENTFACTOR_796,PlantEquipmentFactor,,,,,,,,,,corrosion/fatigue,,,
ACC_784,Accident,784.0,Release of ammonia in the air in an urea plant,Other Event,General chemicals manufacture (not otherwise specified int the list),,,,,,,,,
DT_784,DateTime,,,,,1998-03-27 05:45:00,,,,,,,,
DUR_784,Duration,,,,,,0.760416666700621,,,,,,,
STAFF_784,FactoryStaff,,,,,,,,,,,,,
RELEASE_784,Release,,,,,,,gas/vapour/mist/etc release to air,,,,,,
PROCESSEQUIPMENT_784,ProcessEquipment,,,,,,,,reaction vessel; pressurised,,,,,
SUB_784,HazardSubstance,,,,,,,,,Ammonia - 7664-41-7 - 10.00000,,,,
TOXIC_784,Toxic,,,,,,,,,,,,,
FLAMMABLE_784,Flammable,,,,,,,,,,,,,
PLANTEQUIPMENTFACTOR_784,PlantEquipmentFactor,,,,,,,,,,vessel/container/containment-equipment failure,,,
ORGANIZATIONFACTOR_784,OrganizationFactor,,,,,,,,,,supervision,,,
ACC_724,Accident,724.0,"Explosion occurred in the propylene pipe in the pipe rack resulting in a big fire, due to a terrorist action",Major Accident,Petrochemical / Oil Refineries,,,,,,,,,
DT_724,DateTime,,,,,1990-09-09 00:00:00,,,,,,,,
DUR_724,Duration,,,,,,3.0,,,,,,,
STAFF_724,FactoryStaff,,,,,,,,,,,,,
FIRE_724,Fire,,,,,,,"pool fire (burning pool of liquid, contained or uncontained)",,,,,,
EXPLOSION_724,Explosion,,,,,,,VCE (vapour cloud explosion; supersonic wave front),,,,,,
SUB_724,HazardSubstance,,,,,,,,,Propylene - 00115-07-1 -   Propane - 00074-98-6 -   Butane - 00106-97-8; 00075-28 -  ,,,,
FLAMMABLE_724,Flammable,,,,,,,,,,,,,
