src_id,rel_type,tgt_id
ACC_96,OCCURRED_ON,DT_96
ACC_96,LASTED_FOR,DUR_96
STAFF_96,PERFORMED,ACC_96
ACC_96,HAS_OCCURRENCE,RELEASE_96
ACC_96,INVOLVES,SUB_96
SUB_96,HAS_HAZARD,TOXIC_96
PLANTEQUIPMENTFACTOR_96,TRIGGERS,ACC_96
ACC_96,LEADS_TO,INJ_96
ACC_47,OCCURRED_ON,DT_47
ACC_47,LASTED_FOR,DUR_47
STAFF_47,PERFORMED,ACC_47
ACC_47,HAS_OCCURRENCE,RELEASE_47
ACC_47,OCCURRED_AT,TRANSFEREQUIPMENT_47
ACC_47,INVOLVES,SUB_47
SUB_47,HAS_HAZARD,FLAMMABLE_47
HUMANFACTOR_47,TRIGGERS,ACC_47
ORGANIZATIONFACTOR_47,TRIGGERS,ACC_47
ACC_858,OCCURRED_ON,DT_858
ACC_858,LASTED_FOR,DUR_858
STAFF_858,PERFORMED,ACC_858
ACC_858,HAS_OCCURRENCE,RELEASE_858
ACC_858,OCCURRED_AT,STORAGEEQUIPMENT_858
ACC_858,INVOLVES,SUB_858
PLANTEQUIPMENTFACTOR_858,TRIGGERS,ACC_858
ORGANIZATIONFACTOR_858,TRIGGERS,ACC_858
ACC_782,OCCURRED_ON,DT_782
ACC_782,LASTED_FOR,DUR_782
STAFF_782,PERFORMED,ACC_782
ACC_782,HAS_OCCURRENCE,RELEASE_782
ACC_782,OCCURRED_AT,STORAGEEQUIPMENT_782
ACC_782,INVOLVES,SUB_782
SUB_782,HAS_HAZARD,TOXIC_782
SUB_782,HAS_HAZARD,FLAMMABLE_782
ORGANIZATIONFACTOR_782,TRIGGERS,ACC_782
ACC_782,LEADS_TO,INJ_782
ACC_1304,OCCURRED_ON,DT_1304
ACC_1304,LASTED_FOR,DUR_1304
STAFF_1304,PERFORMED,ACC_1304
ACC_1304,HAS_OCCURRENCE,FIRE_1304
ACC_1304,HAS_OCCURRENCE,EXPLOSION_1304
ACC_1304,OCCURRED_AT,PROCESSEQUIPMENT_1304
ACC_1304,INVOLVES,SUB_1304
SUB_1304,HAS_HAZARD,FLAMMABLE_1304
HUMANFACTOR_1304,TRIGGERS,ACC_1304
ORGANIZATIONFACTOR_1304,TRIGGERS,ACC_1304
ACC_1304,LEADS_TO,INJ_1304
ACC_316,OCCURRED_ON,DT_316
ACC_316,LASTED_FOR,DUR_316
STAFF_316,PERFORMED,ACC_316
ACC_316,HAS_OCCURRENCE,RELEASE_316
ACC_316,OCCURRED_AT,TRANSFEREQUIPMENT_316
ACC_316,INVOLVES,SUB_316
SUB_316,HAS_HAZARD,TOXIC_316
HUMANFACTOR_316,TRIGGERS,ACC_316
ORGANIZATIONFACTOR_316,TRIGGERS,ACC_316
ACC_176,OCCURRED_ON,DT_176
ACC_176,LASTED_FOR,DUR_176
STAFF_176,PERFORMED,ACC_176
ACC_176,HAS_OCCURRENCE,RELEASE_176
ACC_176,HAS_OCCURRENCE,FIRE_176
ACC_176,INVOLVES,SUB_176
SUB_176,HAS_HAZARD,TOXIC_176
ACC_176,LEADS_TO,INJ_176
ACC_1188,OCCURRED_ON,DT_1188
ACC_1188,LASTED_FOR,DUR_1188
STAFF_1188,PERFORMED,ACC_1188
ACC_1188,HAS_OCCURRENCE,FIRE_1188
ACC_255,OCCURRED_ON,DT_255
ACC_255,LASTED_FOR,DUR_255
STAFF_255,PERFORMED,ACC_255
ACC_255,HAS_OCCURRENCE,RELEASE_255
ACC_255,HAS_OCCURRENCE,EXPLOSION_255
ACC_255,OCCURRED_AT,STORAGEEQUIPMENT_255
ACC_255,INVOLVES,SUB_255
HUMANFACTOR_255,TRIGGERS,ACC_255
ORGANIZATIONFACTOR_255,TRIGGERS,ACC_255
ACC_868,OCCURRED_ON,DT_868
ACC_868,LASTED_FOR,DUR_868
STAFF_868,PERFORMED,ACC_868
ACC_868,HAS_OCCURRENCE,FIRE_868
ACC_868,HAS_OCCURRENCE,EXPLOSION_868
ACC_868,INVOLVES,SUB_868
SUB_868,HAS_HAZARD,FLAMMABLE_868
PLANTEQUIPMENTFACTOR_868,TRIGGERS,ACC_868
ACC_240,OCCURRED_ON,DT_240
ACC_240,LASTED_FOR,DUR_240
STAFF_240,PERFORMED,ACC_240
ACC_240,HAS_OCCURRENCE,RELEASE_240
ACC_240,INVOLVES,SUB_240
SUB_240,HAS_HAZARD,FLAMMABLE_240
PLANTEQUIPMENTFACTOR_240,TRIGGERS,ACC_240
ORGANIZATIONFACTOR_240,TRIGGERS,ACC_240
ACC_240,LEADS_TO,FATAL_240
ACC_240,LEADS_TO,INJ_240
ACC_367,OCCURRED_ON,DT_367
ACC_367,LASTED_FOR,DUR_367
STAFF_367,PERFORMED,ACC_367
ACC_367,HAS_OCCURRENCE,RELEASE_367
ACC_367,INVOLVES,SUB_367
SUB_367,HAS_HAZARD,FLAMMABLE_367
ACC_264,OCCURRED_ON,DT_264
ACC_264,LASTED_FOR,DUR_264
STAFF_264,PERFORMED,ACC_264
ACC_264,INVOLVES,SUB_264
SUB_264,HAS_HAZARD,FLAMMABLE_264
ACC_861,OCCURRED_ON,DT_861
ACC_861,LASTED_FOR,DUR_861
STAFF_861,PERFORMED,ACC_861
ACC_861,HAS_OCCURRENCE,RELEASE_861
ACC_861,OCCURRED_AT,TRANSFEREQUIPMENT_861
ACC_861,INVOLVES,SUB_861
SUB_861,HAS_HAZARD,FLAMMABLE_861
PLANTEQUIPMENTFACTOR_861,TRIGGERS,ACC_861
ORGANIZATIONFACTOR_861,TRIGGERS,ACC_861
ACC_1223,OCCURRED_ON,DT_1223
ACC_1223,LASTED_FOR,DUR_1223
STAFF_1223,PERFORMED,ACC_1223
ACC_1223,HAS_OCCURRENCE,RELEASE_1223
ACC_1223,OCCURRED_AT,STORAGEEQUIPMENT_1223
ACC_1223,INVOLVES,SUB_1223
SUB_1223,HAS_HAZARD,FLAMMABLE_1223
PLANTEQUIPMENTFACTOR_1223,TRIGGERS,ACC_1223
ORGANIZATIONFACTOR_1223,TRIGGERS,ACC_1223
ACC_1090,OCCURRED_ON,DT_1090
ACC_1090,LASTED_FOR,DUR_1090
STAFF_1090,PERFORMED,ACC_1090
ACC_1090,HAS_OCCURRENCE,FIRE_1090
ACC_1090,HAS_OCCURRENCE,EXPLOSION_1090
PLANTEQUIPMENTFACTOR_1090,TRIGGERS,ACC_1090
ACC_1090,LEADS_TO,FATAL_1090
ACC_1090,LEADS_TO,INJ_1090
ACC_326,OCCURRED_ON,DT_326
ACC_326,LASTED_FOR,DUR_326
STAFF_326,PERFORMED,ACC_326
ACC_326,HAS_OCCURRENCE,RELEASE_326
ACC_326,OCCURRED_AT,TRANSFEREQUIPMENT_326
ACC_326,INVOLVES,SUB_326
PLANTEQUIPMENTFACTOR_326,TRIGGERS,ACC_326
ORGANIZATIONFACTOR_326,TRIGGERS,ACC_326
ACC_1011,OCCURRED_ON,DT_1011
ACC_1011,LASTED_FOR,DUR_1011
STAFF_1011,PERFORMED,ACC_1011
ACC_1011,HAS_OCCURRENCE,FIRE_1011
ACC_1011,HAS_OCCURRENCE,EXPLOSION_1011
ACC_678,OCCURRED_ON,DT_678
ACC_678,LASTED_FOR,DUR_678
STAFF_678,PERFORMED,ACC_678
ACC_678,INVOLVES,SUB_678
SUB_678,HAS_HAZARD,FLAMMABLE_678
PLANTEQUIPMENTFACTOR_678,TRIGGERS,ACC_678
ACC_678,LEADS_TO,INJ_678
ACC_1037,OCCURRED_ON,DT_1037
ACC_1037,LASTED_FOR,DUR_1037
STAFF_1037,PERFORMED,ACC_1037
ACC_1037,HAS_OCCURRENCE,FIRE_1037
ACC_1037,HAS_OCCURRENCE,EXPLOSION_1037
ACC_1037,LEADS_TO,FATAL_1037
ACC_357,OCCURRED_ON,DT_357
ACC_357,LASTED_FOR,DUR_357
STAFF_357,PERFORMED,ACC_357
ACC_357,INVOLVES,SUB_357
SUB_357,HAS_HAZARD,FLAMMABLE_357
ACC_357,LEADS_TO,INJ_357
ACC_439,OCCURRED_ON,DT_439
ACC_439,LASTED_FOR,DUR_439
STAFF_439,PERFORMED,ACC_439
ACC_439,HAS_OCCURRENCE,FIRE_439
ACC_439,OCCURRED_AT,PROCESSEQUIPMENT_439
ACC_439,INVOLVES,SUB_439
SUB_439,HAS_HAZARD,FLAMMABLE_439
PLANTEQUIPMENTFACTOR_439,TRIGGERS,ACC_439
ORGANIZATIONFACTOR_439,TRIGGERS,ACC_439
ACC_439,LEADS_TO,FATAL_439
ACC_439,LEADS_TO,INJ_439
ACC_570,OCCURRED_ON,DT_570
ACC_570,LASTED_FOR,DUR_570
CON_570,PERFORMED,ACC_570
ACC_570,INVOLVES,SUB_570
SUB_570,HAS_HAZARD,TOXIC_570
SUB_570,HAS_HAZARD,FLAMMABLE_570
ACC_570,LEADS_TO,FATAL_570
ACC_133,OCCURRED_ON,DT_133
ACC_133,LASTED_FOR,DUR_133
STAFF_133,PERFORMED,ACC_133
ACC_133,HAS_OCCURRENCE,FIRE_133
ACC_133,INVOLVES,SUB_133
PLANTEQUIPMENTFACTOR_133,TRIGGERS,ACC_133
ACC_250,OCCURRED_ON,DT_250
ACC_250,LASTED_FOR,DUR_250
STAFF_250,PERFORMED,ACC_250
ACC_250,HAS_OCCURRENCE,RELEASE_250
ACC_250,OCCURRED_AT,PROCESSEQUIPMENT_250
ACC_250,INVOLVES,SUB_250
SUB_250,HAS_HAZARD,TOXIC_250
PLANTEQUIPMENTFACTOR_250,TRIGGERS,ACC_250
HUMANFACTOR_250,TRIGGERS,ACC_250
ORGANIZATIONFACTOR_250,TRIGGERS,ACC_250
ACC_250,LEADS_TO,INJ_250
ACC_263,OCCURRED_ON,DT_263
ACC_263,LASTED_FOR,DUR_263
STAFF_263,PERFORMED,ACC_263
ACC_263,HAS_OCCURRENCE,RELEASE_263
ACC_263,HAS_OCCURRENCE,FIRE_263
ACC_263,INVOLVES,SUB_263
SUB_263,HAS_HAZARD,FLAMMABLE_263
PLANTEQUIPMENTFACTOR_263,TRIGGERS,ACC_263
ORGANIZATIONFACTOR_263,TRIGGERS,ACC_263
ACC_263,LEADS_TO,INJ_263
ACC_295,OCCURRED_ON,DT_295
ACC_295,LASTED_FOR,DUR_295
STAFF_295,PERFORMED,ACC_295
ACC_295,HAS_OCCURRENCE,RELEASE_295
ACC_295,INVOLVES,SUB_295
SUB_295,HAS_HAZARD,FLAMMABLE_295
ACC_384,OCCURRED_ON,DT_384
ACC_384,LASTED_FOR,DUR_384
STAFF_384,PERFORMED,ACC_384
ACC_384,INVOLVES,SUB_384
ACC_203,OCCURRED_ON,DT_203
ACC_203,LASTED_FOR,DUR_203
STAFF_203,PERFORMED,ACC_203
ACC_203,HAS_OCCURRENCE,RELEASE_203
ACC_203,INVOLVES,SUB_203
PLANTEQUIPMENTFACTOR_203,TRIGGERS,ACC_203
ACC_203,LEADS_TO,ENV_203
ACC_549,OCCURRED_ON,DT_549
ACC_549,LASTED_FOR,DUR_549
STAFF_549,PERFORMED,ACC_549
ACC_549,HAS_OCCURRENCE,RELEASE_549
ACC_549,INVOLVES,SUB_549
SUB_549,HAS_HAZARD,FLAMMABLE_549
ORGANIZATIONFACTOR_549,TRIGGERS,ACC_549
ACC_285,OCCURRED_ON,DT_285
ACC_285,LASTED_FOR,DUR_285
STAFF_285,PERFORMED,ACC_285
ACC_285,HAS_OCCURRENCE,RELEASE_285
ACC_285,OCCURRED_AT,TRANSFEREQUIPMENT_285
ACC_285,INVOLVES,SUB_285
SUB_285,HAS_HAZARD,TOXIC_285
SUB_285,HAS_HAZARD,FLAMMABLE_285
PLANTEQUIPMENTFACTOR_285,TRIGGERS,ACC_285
HUMANFACTOR_285,TRIGGERS,ACC_285
ORGANIZATIONFACTOR_285,TRIGGERS,ACC_285
ACC_174,OCCURRED_ON,DT_174
ACC_174,LASTED_FOR,DUR_174
STAFF_174,PERFORMED,ACC_174
ACC_174,HAS_OCCURRENCE,FIRE_174
ACC_174,INVOLVES,SUB_174
SUB_174,HAS_HAZARD,TOXIC_174
SUB_174,HAS_HAZARD,FLAMMABLE_174
PLANTEQUIPMENTFACTOR_174,TRIGGERS,ACC_174
ACC_234,OCCURRED_ON,DT_234
ACC_234,LASTED_FOR,DUR_234
STAFF_234,PERFORMED,ACC_234
ACC_234,HAS_OCCURRENCE,RELEASE_234
ACC_234,INVOLVES,SUB_234
SUB_234,HAS_HAZARD,TOXIC_234
SUB_234,HAS_HAZARD,FLAMMABLE_234
ACC_234,LEADS_TO,ENV_234
ACC_529,OCCURRED_ON,DT_529
ACC_529,LASTED_FOR,DUR_529
STAFF_529,PERFORMED,ACC_529
ACC_529,INVOLVES,SUB_529
SUB_529,HAS_HAZARD,FLAMMABLE_529
PLANTEQUIPMENTFACTOR_529,TRIGGERS,ACC_529
ORGANIZATIONFACTOR_529,TRIGGERS,ACC_529
ACC_59,OCCURRED_ON,DT_59
ACC_59,LASTED_FOR,DUR_59
STAFF_59,PERFORMED,ACC_59
ACC_59,HAS_OCCURRENCE,RELEASE_59
ACC_59,HAS_OCCURRENCE,FIRE_59
ACC_59,INVOLVES,SUB_59
PLANTEQUIPMENTFACTOR_59,TRIGGERS,ACC_59
ACC_916,OCCURRED_ON,DT_916
ACC_916,LASTED_FOR,DUR_916
STAFF_916,PERFORMED,ACC_916
ACC_916,HAS_OCCURRENCE,RELEASE_916
ACC_916,INVOLVES,SUB_916
SUB_916,HAS_HAZARD,TOXIC_916
PLANTEQUIPMENTFACTOR_916,TRIGGERS,ACC_916
ORGANIZATIONFACTOR_916,TRIGGERS,ACC_916
ACC_916,LEADS_TO,FATAL_916
ACC_463,OCCURRED_ON,DT_463
ACC_463,LASTED_FOR,DUR_463
STAFF_463,PERFORMED,ACC_463
ACC_463,HAS_OCCURRENCE,RELEASE_463
ACC_463,OCCURRED_AT,PROCESSEQUIPMENT_463
ACC_463,INVOLVES,SUB_463
SUB_463,HAS_HAZARD,TOXIC_463
PLANTEQUIPMENTFACTOR_463,TRIGGERS,ACC_463
ACC_934,OCCURRED_ON,DT_934
ACC_934,LASTED_FOR,DUR_934
STAFF_934,PERFORMED,ACC_934
ACC_934,HAS_OCCURRENCE,FIRE_934
ACC_934,HAS_OCCURRENCE,EXPLOSION_934
PLANTEQUIPMENTFACTOR_934,TRIGGERS,ACC_934
HUMANFACTOR_934,TRIGGERS,ACC_934
ACC_934,LEADS_TO,FATAL_934
ACC_640,OCCURRED_ON,DT_640
ACC_640,LASTED_FOR,DUR_640
STAFF_640,PERFORMED,ACC_640
ACC_640,HAS_OCCURRENCE,RELEASE_640
ACC_640,OCCURRED_AT,PROCESSEQUIPMENT_640
ACC_640,INVOLVES,SUB_640
PLANTEQUIPMENTFACTOR_640,TRIGGERS,ACC_640
ORGANIZATIONFACTOR_640,TRIGGERS,ACC_640
ACC_640,LEADS_TO,INJ_640
ACC_1255,OCCURRED_ON,DT_1255
ACC_1255,LASTED_FOR,DUR_1255
STAFF_1255,PERFORMED,ACC_1255
ACC_1255,HAS_OCCURRENCE,FIRE_1255
PLANTEQUIPMENTFACTOR_1255,TRIGGERS,ACC_1255
ACC_1146,OCCURRED_ON,DT_1146
ACC_1146,LASTED_FOR,DUR_1146
STAFF_1146,PERFORMED,ACC_1146
ACC_1146,HAS_OCCURRENCE,RELEASE_1146
ACC_1146,OCCURRED_AT,STORAGEEQUIPMENT_1146
HUMANFACTOR_1146,TRIGGERS,ACC_1146
ACC_1146,LEADS_TO,INJ_1146
ACC_555,OCCURRED_ON,DT_555
ACC_555,LASTED_FOR,DUR_555
STAFF_555,PERFORMED,ACC_555
ACC_555,HAS_OCCURRENCE,RELEASE_555
ACC_555,INVOLVES,SUB_555
SUB_555,HAS_HAZARD,TOXIC_555
SUB_555,HAS_HAZARD,FLAMMABLE_555
PLANTEQUIPMENTFACTOR_555,TRIGGERS,ACC_555
ORGANIZATIONFACTOR_555,TRIGGERS,ACC_555
ACC_820,OCCURRED_ON,DT_820
ACC_820,LASTED_FOR,DUR_820
STAFF_820,PERFORMED,ACC_820
ACC_820,HAS_OCCURRENCE,RELEASE_820
ACC_820,OCCURRED_AT,STORAGEEQUIPMENT_820
ACC_820,INVOLVES,SUB_820
SUB_820,HAS_HAZARD,TOXIC_820
SUB_820,HAS_HAZARD,FLAMMABLE_820
ORGANIZATIONFACTOR_820,TRIGGERS,ACC_820
ACC_994,OCCURRED_ON,DT_994
ACC_994,LASTED_FOR,DUR_994
STAFF_994,PERFORMED,ACC_994
ACC_994,INVOLVES,SUB_994
ACC_756,OCCURRED_ON,DT_756
ACC_756,LASTED_FOR,DUR_756
STAFF_756,PERFORMED,ACC_756
ACC_756,INVOLVES,SUB_756
SUB_756,HAS_HAZARD,FLAMMABLE_756
ACC_756,LEADS_TO,FATAL_756
ACC_756,LEADS_TO,INJ_756
ACC_657,OCCURRED_ON,DT_657
ACC_657,LASTED_FOR,DUR_657
STAFF_657,PERFORMED,ACC_657
ACC_657,HAS_OCCURRENCE,FIRE_657
ACC_657,INVOLVES,SUB_657
SUB_657,HAS_HAZARD,FLAMMABLE_657
ACC_657,LEADS_TO,INJ_657
ACC_621,OCCURRED_ON,DT_621
ACC_621,LASTED_FOR,DUR_621
CON_621,PERFORMED,ACC_621
ACC_621,HAS_OCCURRENCE,EXPLOSION_621
ACC_621,OCCURRED_AT,STORAGEEQUIPMENT_621
ACC_621,INVOLVES,SUB_621
SUB_621,HAS_HAZARD,TOXIC_621
SUB_621,HAS_HAZARD,FLAMMABLE_621
SUB_621,HAS_HAZARD,OXIDIZING_621
PLANTEQUIPMENTFACTOR_621,TRIGGERS,ACC_621
ORGANIZATIONFACTOR_621,TRIGGERS,ACC_621
ACC_621,LEADS_TO,INJ_621
ACC_10,OCCURRED_ON,DT_10
ACC_10,LASTED_FOR,DUR_10
STAFF_10,PERFORMED,ACC_10
ACC_10,HAS_OCCURRENCE,RELEASE_10
ACC_10,OCCURRED_AT,TRANSFEREQUIPMENT_10
ACC_10,INVOLVES,SUB_10
SUB_10,HAS_HAZARD,TOXIC_10
PLANTEQUIPMENTFACTOR_10,TRIGGERS,ACC_10
ORGANIZATIONFACTOR_10,TRIGGERS,ACC_10
ACC_1274,OCCURRED_ON,DT_1274
ACC_1274,LASTED_FOR,DUR_1274
STAFF_1274,PERFORMED,ACC_1274
ACC_1274,HAS_OCCURRENCE,RELEASE_1274
PLANTEQUIPMENTFACTOR_1274,TRIGGERS,ACC_1274
ACC_843,OCCURRED_ON,DT_843
ACC_843,LASTED_FOR,DUR_843
STAFF_843,PERFORMED,ACC_843
ACC_843,HAS_OCCURRENCE,RELEASE_843
ACC_843,OCCURRED_AT,TRANSFEREQUIPMENT_843
ACC_843,INVOLVES,SUB_843
SUB_843,HAS_HAZARD,TOXIC_843
SUB_843,HAS_HAZARD,FLAMMABLE_843
HUMANFACTOR_843,TRIGGERS,ACC_843
ORGANIZATIONFACTOR_843,TRIGGERS,ACC_843
ACC_684,OCCURRED_ON,DT_684
ACC_684,LASTED_FOR,DUR_684
STAFF_684,PERFORMED,ACC_684
ACC_684,INVOLVES,SUB_684
SUB_684,HAS_HAZARD,FLAMMABLE_684
ACC_684,LEADS_TO,FATAL_684
ACC_684,LEADS_TO,INJ_684
ACC_269,OCCURRED_ON,DT_269
ACC_269,LASTED_FOR,DUR_269
STAFF_269,PERFORMED,ACC_269
ACC_269,HAS_OCCURRENCE,RELEASE_269
ACC_269,OCCURRED_AT,STORAGEEQUIPMENT_269
ACC_269,INVOLVES,SUB_269
PLANTEQUIPMENTFACTOR_269,TRIGGERS,ACC_269
ORGANIZATIONFACTOR_269,TRIGGERS,ACC_269
ACC_578,OCCURRED_ON,DT_578
ACC_578,LASTED_FOR,DUR_578
STAFF_578,PERFORMED,ACC_578
ACC_578,HAS_OCCURRENCE,RELEASE_578
ACC_578,HAS_OCCURRENCE,EXPLOSION_578
ACC_578,OCCURRED_AT,PROCESSEQUIPMENT_578
ACC_578,INVOLVES,SUB_578
SUB_578,HAS_HAZARD,FLAMMABLE_578
PLANTEQUIPMENTFACTOR_578,TRIGGERS,ACC_578
ORGANIZATIONFACTOR_578,TRIGGERS,ACC_578
ACC_578,LEADS_TO,INJ_578
ACC_514,OCCURRED_ON,DT_514
ACC_514,LASTED_FOR,DUR_514
STAFF_514,PERFORMED,ACC_514
ACC_514,INVOLVES,SUB_514
SUB_514,HAS_HAZARD,FLAMMABLE_514
ACC_514,LEADS_TO,INJ_514
ACC_610,OCCURRED_ON,DT_610
ACC_610,LASTED_FOR,DUR_610
STAFF_610,PERFORMED,ACC_610
ACC_610,HAS_OCCURRENCE,RELEASE_610
ACC_610,OCCURRED_AT,PROCESSEQUIPMENT_610
ACC_610,INVOLVES,SUB_610
PLANTEQUIPMENTFACTOR_610,TRIGGERS,ACC_610
ACC_1241,OCCURRED_ON,DT_1241
ACC_1241,LASTED_FOR,DUR_1241
STAFF_1241,PERFORMED,ACC_1241
ACC_1241,HAS_OCCURRENCE,EXPLOSION_1241
ACC_1241,OCCURRED_AT,PROCESSEQUIPMENT_1241
ACC_1241,INVOLVES,SUB_1241
SUB_1241,HAS_HAZARD,FLAMMABLE_1241
PLANTEQUIPMENTFACTOR_1241,TRIGGERS,ACC_1241
ORGANIZATIONFACTOR_1241,TRIGGERS,ACC_1241
ACC_1127,OCCURRED_ON,DT_1127
ACC_1127,LASTED_FOR,DUR_1127
STAFF_1127,PERFORMED,ACC_1127
ACC_1127,HAS_OCCURRENCE,RELEASE_1127
ACC_1127,HAS_OCCURRENCE,FIRE_1127
ACC_1127,HAS_OCCURRENCE,EXPLOSION_1127
PLANTEQUIPMENTFACTOR_1127,TRIGGERS,ACC_1127
ACC_827,OCCURRED_ON,DT_827
ACC_827,LASTED_FOR,DUR_827
STAFF_827,PERFORMED,ACC_827
ACC_827,HAS_OCCURRENCE,FIRE_827
ACC_827,OCCURRED_AT,STORAGEEQUIPMENT_827
ACC_827,INVOLVES,SUB_827
ORGANIZATIONFACTOR_827,TRIGGERS,ACC_827
ACC_338,OCCURRED_ON,DT_338
ACC_338,LASTED_FOR,DUR_338
STAFF_338,PERFORMED,ACC_338
ACC_338,HAS_OCCURRENCE,EXPLOSION_338
ACC_338,OCCURRED_AT,PROCESSEQUIPMENT_338
ACC_338,INVOLVES,SUB_338
SUB_338,HAS_HAZARD,FLAMMABLE_338
PLANTEQUIPMENTFACTOR_338,TRIGGERS,ACC_338
ORGANIZATIONFACTOR_338,TRIGGERS,ACC_338
ACC_338,LEADS_TO,INJ_338
ACC_571,OCCURRED_ON,DT_571
ACC_571,LASTED_FOR,DUR_571
STAFF_571,PERFORMED,ACC_571
ACC_571,INVOLVES,SUB_571
ACC_1019,OCCURRED_ON,DT_1019
ACC_1019,LASTED_FOR,DUR_1019
STAFF_1019,PERFORMED,ACC_1019
ACC_1019,HAS_OCCURRENCE,RELEASE_1019
ACC_1019,INVOLVES,SUB_1019
SUB_1019,HAS_HAZARD,FLAMMABLE_1019
HUMANFACTOR_1019,TRIGGERS,ACC_1019
ORGANIZATIONFACTOR_1019,TRIGGERS,ACC_1019
ACC_452,OCCURRED_ON,DT_452
ACC_452,LASTED_FOR,DUR_452
STAFF_452,PERFORMED,ACC_452
ACC_452,HAS_OCCURRENCE,EXPLOSION_452
ACC_452,OCCURRED_AT,PROCESSEQUIPMENT_452
PLANTEQUIPMENTFACTOR_452,TRIGGERS,ACC_452
ACC_452,LEADS_TO,FATAL_452
ACC_1042,OCCURRED_ON,DT_1042
ACC_1042,LASTED_FOR,DUR_1042
STAFF_1042,PERFORMED,ACC_1042
ACC_1042,HAS_OCCURRENCE,RELEASE_1042
HUMANFACTOR_1042,TRIGGERS,ACC_1042
ACC_1007,OCCURRED_ON,DT_1007
ACC_1007,LASTED_FOR,DUR_1007
STAFF_1007,PERFORMED,ACC_1007
ACC_1007,INVOLVES,SUB_1007
HUMANFACTOR_1007,TRIGGERS,ACC_1007
ORGANIZATIONFACTOR_1007,TRIGGERS,ACC_1007
ACC_1007,LEADS_TO,FATAL_1007
ACC_1007,LEADS_TO,INJ_1007
ACC_935,OCCURRED_ON,DT_935
ACC_935,LASTED_FOR,DUR_935
CON_935,PERFORMED,ACC_935
PLANTEQUIPMENTFACTOR_935,TRIGGERS,ACC_935
HUMANFACTOR_935,TRIGGERS,ACC_935
ORGANIZATIONFACTOR_935,TRIGGERS,ACC_935
ACC_1298,OCCURRED_ON,DT_1298
ACC_1298,LASTED_FOR,DUR_1298
STAFF_1298,PERFORMED,ACC_1298
ACC_1298,HAS_OCCURRENCE,RELEASE_1298
ACC_1298,HAS_OCCURRENCE,FIRE_1298
ACC_1298,OCCURRED_AT,STORAGEEQUIPMENT_1298
ACC_1298,OCCURRED_AT,PROCESSEQUIPMENT_1298
ACC_1298,INVOLVES,SUB_1298
SUB_1298,HAS_HAZARD,TOXIC_1298
SUB_1298,HAS_HAZARD,OXIDIZING_1298
PLANTEQUIPMENTFACTOR_1298,TRIGGERS,ACC_1298
HUMANFACTOR_1298,TRIGGERS,ACC_1298
ORGANIZATIONFACTOR_1298,TRIGGERS,ACC_1298
ACC_1298,LEADS_TO,INJ_1298
ACC_143,OCCURRED_ON,DT_143
ACC_143,LASTED_FOR,DUR_143
STAFF_143,PERFORMED,ACC_143
ACC_143,HAS_OCCURRENCE,RELEASE_143
PLANTEQUIPMENTFACTOR_143,TRIGGERS,ACC_143
ACC_920,OCCURRED_ON,DT_920
ACC_920,LASTED_FOR,DUR_920
CON_920,PERFORMED,ACC_920
PLANTEQUIPMENTFACTOR_920,TRIGGERS,ACC_920
ORGANIZATIONFACTOR_920,TRIGGERS,ACC_920
ACC_920,LEADS_TO,FATAL_920
ACC_920,LEADS_TO,INJ_920
ACC_653,OCCURRED_ON,DT_653
ACC_653,LASTED_FOR,DUR_653
STAFF_653,PERFORMED,ACC_653
ACC_653,HAS_OCCURRENCE,RELEASE_653
ACC_653,INVOLVES,SUB_653
ACC_731,OCCURRED_ON,DT_731
ACC_731,LASTED_FOR,DUR_731
STAFF_731,PERFORMED,ACC_731
ACC_731,HAS_OCCURRENCE,FIRE_731
ACC_731,HAS_OCCURRENCE,EXPLOSION_731
ACC_731,INVOLVES,SUB_731
SUB_731,HAS_HAZARD,FLAMMABLE_731
PLANTEQUIPMENTFACTOR_731,TRIGGERS,ACC_731
ACC_731,LEADS_TO,INJ_731
ACC_1297,OCCURRED_ON,DT_1297
ACC_1297,LASTED_FOR,DUR_1297
STAFF_1297,PERFORMED,ACC_1297
ACC_1297,HAS_OCCURRENCE,EXPLOSION_1297
ACC_1297,LEADS_TO,FATAL_1297
ACC_1297,LEADS_TO,INJ_1297
ACC_530,OCCURRED_ON,DT_530
ACC_530,LASTED_FOR,DUR_530
STAFF_530,PERFORMED,ACC_530
ACC_530,HAS_OCCURRENCE,RELEASE_530
ACC_530,INVOLVES,SUB_530
SUB_530,HAS_HAZARD,FLAMMABLE_530
HUMANFACTOR_530,TRIGGERS,ACC_530
ORGANIZATIONFACTOR_530,TRIGGERS,ACC_530
ACC_984,OCCURRED_ON,DT_984
ACC_984,LASTED_FOR,DUR_984
STAFF_984,PERFORMED,ACC_984
ACC_984,HAS_OCCURRENCE,FIRE_984
ACC_984,HAS_OCCURRENCE,EXPLOSION_984
ACC_984,INVOLVES,SUB_984
SUB_984,HAS_HAZARD,EXPLOSIVEHAZARD_984
SUB_984,HAS_HAZARD,FLAMMABLE_984
PLANTEQUIPMENTFACTOR_984,TRIGGERS,ACC_984
ORGANIZATIONFACTOR_984,TRIGGERS,ACC_984
ACC_984,LEADS_TO,INJ_984
ACC_550,OCCURRED_ON,DT_550
ACC_550,LASTED_FOR,DUR_550
STAFF_550,PERFORMED,ACC_550
